Filename,BACKGROUND,FEATHER,OUTWEAR,BEAK,HEADWEAR,EYES,EYEWEAR,RARITYSCORE,RANK
2158,thunder,pink love,cop uniform,silver,bowler hat,unibrow,none,0.25216514788514144,852
581,doom gloom,grey,baseball jersey,silver,sombrero hat,black red,none,0.2516392455927092,853
900,green chart,grey,medal,moustache big,beanie,black red,none,0.25161849012154597,854
1512,sun,stone,cross necklace,small,witch hat,crying,none,0.25157110324650056,855
737,sun,yellow,none,big,none,eyebrow,sunglasses,0.2506639519305813,856
675,grey,grey,pocho,gold normal,pirate hat,black red,none,0.2506400411567316,857
279,blue,black,none,pipe,none,normal,glasses,0.25025255045023775,858
199,purple,yellow belly,bowtie,cigar,headset pink,normal gold,none,0.25002145759149874,859
1630,rainbow,purple,firefighter uniform,cigar,plunger,unibrow,none,0.2500190403114728,860
470,green chart,black skull,gold necklace,big,bucket,machine,none,0.24974484896793428,861
2020,teal,boorb,firefighter uniform,moustache big,beanie,pumped up,none,0.24898837196429718,862
1136,blue,yellow,none,silver,none,normal,eye patch,0.248809783052418,863
1733,rain,black,duck floaty,moustache normal,rug!,crying,none,0.24844448801836047,864
1349,purple,stone,karate uniform,moustache normal,poisoned apple,black red,none,0.24826861297768096,865
429,ninja,pink ninja,bowtie,normal,brain,crying,none,0.24817646532281704,866
759,rain,purple,farmer outfit,moustache small,poisoned apple,pumped up,none,0.24808998056326964,867
098,rain,boorb,pajamas blue holding pillow,moustache small,tiara pink,unibrow,none,0.24807560388761637,868
175,purple,purple,green jacket,not normal,cowboy hat,pumped up,none,0.24769403877863702,869
1513,beach,purple,pocho,small,cowboy hat,green laser,none,0.24761759244917603,870
886,grey,yellow,pajamas blue holding pillow,moustache small,captain hat,cyclops,none,0.24758064232277563,871
200,purple,black,witch robe,moustache normal,beanie,rainbow laser,none,0.2474664761629014,872
854,aries constellation,white ninja,duck floaty,gold small,gladiator helmet,normal,none,0.2474537170073325,873
430,grey,black,duck floaty,worm,pirate hat,machine,none,0.24732106872436516,874
1578,teal,black,firefighter uniform,moustache small,chef hat,red laser gold,none,0.2472685004031394,875
1091,grey,brown,gladiator armor,pipe,headlamp,crying,none,0.2471358821153057,876
1752,diplo sky,stone,sailor costume,normal,bullseye cap,crying,none,0.2471022525017738,877
1626,sun,pink,gladiator armor,small,rug!,green laser,none,0.2466312438411908,878
076,blue,brown,bowtie,gold small,captain hat,crying,none,0.24651138156250854,879
225,rainbow,robot,firefighter uniform,big,chef hat,black red,none,0.24642316514170032,880
1281,diplo sky,pink,pajamas blue holding pillow,small,rug!,green laser,none,0.24618269883492366,881
185,doom gloom,brown,medal,worm,leprechaun's hat,normal gold,none,0.24574509259070945,882
327,rain,robot,karate uniform,moustache big,pajamas cap,unibrow,none,0.24535798354630786,883
2001,teal,yellow,cop uniform,moustache normal,cop hat,green laser,none,0.24520677611360173,884
1843,red chart,black skull,medal,big,sunny side up,crying,none,0.24511122039470176,885
305,pink sky,pink,white shirt,silver,cavalier hat ,unibrow,none,0.24474879290465912,886
893,doom gloom,brown,farmer outfit,moustache normal,cowboy hat,pumped up,none,0.2446376922448622,887
080,grey,black,medal,pipe,bowler hat,normal gold,none,0.244607057566647,888
1320,beach,green,scarf,small,pilot helmet,machine gold,none,0.24460320962866997,889
615,thunder,brown,gladiator armor,worm,brain,black red,none,0.2445658825089832,890
2013,doom gloom,blue,none,big,none,eyebrow,sunglasses smoll,0.24383197561913986,891
029,rainbow,yellow belly,pocho,small,cowboy hat,pumped up,none,0.24374587316949106,892
1105,teal,grey,white shirt,silver,headlamp,crying,none,0.24339750824898923,893
1603,pink sky,blue,baseball jersey,big,baseball cap,rainbow laser,none,0.24339104686283725,894
2000,thunder,yellow belly,witch robe,moustache big,pan,unibrow,none,0.24320165152564707,895
833,doom gloom,black skull,clown outfit,big,cone,freezing beam,none,0.2427030702113313,896
1760,blue,green,firefighter uniform,cigar,leprechaun's hat,heart,none,0.24265901981825103,897
1308,pink sky,brown,witch robe,big,headset pink,machine gold,none,0.24232163675959417,898
1653,ninja,blue,pajamas blue holding pillow,normal,headlamp,freezing beam,none,0.24228607317369655,899
392,thunder,blue,none,big,none,eyebrow,3d glasses,0.24210001205976275,900
2047,purple,green,scarf,cigar,construction hat,normal gold,none,0.2415804646267945,901
1046,sun,brown,scarf,moustache small,bullseye cap,unibrow,none,0.24156326448064844,902
1495,blue,black,tracksuit navy blue,moustache big,cone,cyclops,none,0.24110589026461324,903
1295,beach,black,tracksuit navy blue,small,top hat,machine,none,0.24095883703794532,904
2015,blue,brown,none,moustache small,none,normal,pink stars glasses,0.24091172240039355,905
1511,teal,blue,witch robe,moustache normal,gladiator helmet,crying,none,0.24076876116227422,906
2044,thunder,purple glitch,cross necklace,small,rubber duck,normal gold,none,0.2406643388522189,907
315,purple,brown,cross necklace,moustache big,headset pink,not normal,none,0.2402188522778234,908
145,blue,purple,chef,moustache big,top hat,heart,none,0.2400698251983743,909
690,pink sky,black,detective suit,normal,poisoned apple,cyclops,none,0.24002793454345134,910
187,doom gloom,purple,cop uniform,cigar,bowler hat,unibrow,none,0.24000583257371802,911
1364,graveyard,yellow belly,pajamas blue holding pillow,normal,rubber duck,normal gold,none,0.2400055344250449,912
1849,graveyard,blue,karate uniform,normal,top hat,freezing beam,none,0.23929274338616763,913
1296,grey,brown,construction vest,moustache normal,pajamas cap,normal gold,none,0.23922772591108152,914
813,blue,green,gold necklace,cigar,bucket,normal gold,none,0.2391943202460079,915
585,purple,fire red,pink dress,big,firefighter hat,red laser gold,none,0.2391841301154917,916
911,graveyard,white ninja,bowtie,gold small,pan,normal,none,0.23905327545099692,917
352,grey,brown,pocho,moustache normal,leprechaun's hat,normal gold,none,0.23900631001879757,918
097,purple,brown,detective suit,moustache normal,headband,heart,none,0.23883512940505527,919
594,sun,pink,firefighter uniform,small,viking,cyclops,none,0.23881914990057826,920
1846,pink sky,blue,cross necklace,worm,pirate hat,unibrow,none,0.23871959091590086,921
1027,blue,pink,farmer outfit,pipe,cavalier hat ,black red,none,0.23842340748916208,922
1226,blue,black,clown outfit,worm,pan,heart,none,0.2383514916269896,923
1399,purple,blue,farmer outfit,moustache normal,gladiator helmet,pumped up,none,0.23812669158352573,924
1456,pink sky,yellow belly,tracksuit navy blue,big,pirate hat,crying,none,0.23808540622759292,925
743,teal,grey,cop uniform,moustache normal,halo,crying,none,0.2378346632518313,926
310,teal,grey,green jacket,moustache normal,clown hat,heart,none,0.2377237425065164,927
023,grey,green,medal,worm,construction hat,heart,none,0.2374891959981575,928
1715,teal,grey,scarf,moustache small,headband,normal gold,none,0.23732290827913635,929
454,space,blue,construction vest,normal,rug!,heart,none,0.23725130621350218,930
117,cancer constellation,yellow,scarf,normal,headset pink,cyclops,none,0.23724361403630798,931
2036,rain,yellow belly,karate uniform,big,tiara pink,machine,none,0.23683384994743056,932
2076,diplo sky,brown,gold necklace,normal,cone,freezing beam,none,0.23681639647936276,933
1694,space,blue,detective suit,normal,crown king,pumped up,none,0.2361277284085113,934
748,diplo sky,brown,baseball jersey,big,gm,heart,none,0.23610739064255226,935
1448,grey,stone,witch robe,small,top hat,heart,none,0.23587413885666433,936
138,graveyard,boorb,karate uniform,small,pajamas cap,unibrow,none,0.23573942136446152,937
503,grey,blue,white shirt,moustache big,pilot helmet,pumped up,none,0.23573463891446766,938
1213,red chart,yellow belly,pajamas blue holding pillow,pipe,plunger,eyebrow,none,0.2354809198443406,939
2148,grey,yellow,cop uniform,not normal,headband,unibrow,none,0.23544557463943253,940
662,teal,green,tracksuit navy blue,worm,headset pink,heart,none,0.2353009143116777,941
688,teal,robot,farmer outfit,normal,cone,red laser,none,0.23525196241443863,942
504,teal,brown,firefighter uniform,worm,bullseye cap,heart,none,0.23515994738329776,943
1244,blue,purple,baseball jersey,moustache normal,apple,normal gold,none,0.23510912019297978,944
1698,blue,boorb,tracksuit navy blue,worm,brain,unibrow,none,0.2350989763164829,945
935,red chart,grey,baseball jersey,small,chef hat,normal gold,none,0.23508872333928815,946
1619,teal,black skull,pajamas blue holding pillow,big,captain hat,green laser,none,0.23496580366897374,947
233,doom gloom,black,pocho,big,plunger,red laser gold,none,0.23491354258388095,948
1480,teal,grey,bowtie,worm,gladiator helmet,pumped up,none,0.2349041036326784,949
1959,sun,black skull,white shirt,cigar,baseball cap,eyebrow,none,0.23485555003691613,950
043,rain,green,baseball jersey,pipe,lamp,unibrow,none,0.2347062081547187,951
930,doom gloom,boorb,witch robe,normal,construction hat,pumped up,none,0.2346726300112157,952
1818,rain,green,karate uniform,silver,tiara pink,unibrow,none,0.23458461051507937,953
1483,teal,pink,crewneck sweatshirt: pink,worm,headset pink,pumped up,none,0.23445731210802762,954
2114,teal,grey,karate uniform,moustache big,baseball cap,normal gold,none,0.23439431970074068,955
252,grey,brown,pajamas blue holding pillow,moustache big,cowboy hat,normal gold,none,0.2338904758814161,956
955,pink sky,grey,cop uniform,big,plant,crying,none,0.23370263820727397,957
1532,teal,black,medal,moustache normal,headset pink,normal gold,none,0.2336970341274729,958
2171,thunder,yellow,firefighter uniform,silver,top hat,unibrow,none,0.2336182011918628,959
1894,sun,green,chef,small,bucket,normal gold,none,0.2335934872425324,960
796,doom gloom,purple,clown outfit,small,brain,rainbow laser,none,0.23354424873515572,961
635,purple,pink,tracksuit navy blue,not normal,egg & nest,unibrow,none,0.23351529899009899,962
729,teal,purple glitch,farmer outfit,big,construction hat,crying,none,0.2334651456149262,963
1496,thunder,green,none,normal,none,eyebrow,sunglasses,0.2333935006498524,964
773,blue sky,purple,crewneck sweatshirt: pink,big,sombrero hat,black red,none,0.23330982828457766,965
606,blue,pink,duck floaty,moustache big,straw hat,crying,none,0.2331920128291803,966
777,rain,brown,medal,silver,lamp,unibrow,none,0.23317001183240182,967
2009,grey,blue,bowtie,moustache normal,clown hat,black red,none,0.2328342737072415,968
613,grey,yellow belly,medal,small,pilot helmet,not normal,none,0.2327126025760159,969
1983,teal,brown,gold necklace,moustache big,pajamas cap,crying,none,0.23243139175014907,970
1204,purple,stone,crewneck sweatshirt: pink,big,apple,heart,none,0.23220957928562877,971
152,thunder,purple,farmer outfit,moustache big,lamp,unibrow,none,0.2320183187842052,972
1230,pink sky,pink,none,normal,none,normal,sunglasses smoll,0.23177817105205079,973
1636,teal,yellow,baseball jersey,worm,headband,black red,none,0.23142555044156218,974
943,blue,yellow,pajamas blue holding pillow,moustache normal,headband,crying,none,0.23121939494153076,975
565,rain,purple,pocho,moustache big,poisoned apple,unibrow,none,0.23121933818974905,976
1382,green chart,black,karate uniform,big,clown hat,crying,none,0.23121191664151336,977
570,purple,black,tracksuit navy blue,moustache big,captain hat,black red,none,0.23111273244576486,978
934,purple,brown,sailor costume,moustache normal,rubber duck,normal gold,none,0.23100684067903735,979
041,green chart,pink love,purple jacket,moustache normal,bullseye cap,eyebrow,none,0.23091748927740868,980
794,purple,black,pink dress,moustache small,lamp,black red,none,0.23089883611592799,981
018,pink sky,black skull,medal,silver,cowboy hat,eyebrow,none,0.23076633661819207,982
1538,purple,yellow,medal,moustache small,construction hat,pumped up,none,0.23046382387186212,983
704,rain,yellow,pajamas blue holding pillow,small,chef hat,rainbow laser,none,0.23023364528085846,984
1687,graveyard,bone,none,none,poisoned apple,none,none,0.230117084708979,985
1294,grey,yellow,none,big,none,eyebrow,sunglasses,0.22998824134501897,986
678,pink sky,blue ninja,none,gold small,crown king,wounded,none,0.2299491765523319,987
1953,purple,blue,cross necklace,moustache normal,headband,black red,none,0.22988493727882658,988
262,grey,brown,farmer outfit,cigar,beanie,unibrow,none,0.2296647644965935,989
1033,rain,blue,cop uniform,moustache small,bucket,unibrow,none,0.2296056357041349,990
1293,rainbow,blue,tracksuit navy blue,big,plunger,black red,none,0.22955630555392206,991
149,red chart,green,white shirt,small,headband,black red,none,0.2294214538733497,992
1559,red chart,bone,none,none,headband,none,none,0.2293772089230613,993
1397,green chart,bone,none,none,captain hat,none,none,0.22925192180710072,994
1428,red chart,purple,firefighter uniform,normal,bullseye cap,heart,none,0.22921020743255882,995
538,green chart,yellow,baseball jersey,gold normal,plunger,eyebrow,none,0.22853714170347905,996
2177,doom gloom,brown,none,small,none,normal,3d glasses,0.22847621971974275,997
2081,thunder,pink,purple jacket,small,beanie,machine,none,0.22847546929182738,998
1052,thunder,black,none,big,none,normal,eye patch,0.2284634765223194,999
2138,purple,brown,none,big,none,eyebrow,green stylish glasses,0.228342456179027,1000
1996,doom gloom,pink,cross necklace,big,cop hat,freezing beam,none,0.2281725446006068,1001
939,teal,fire blue,karate uniform,big,firefighter hat,black red,none,0.22793207928833994,1002
306,beach,grey,medal,small,cone,black red,none,0.22782196452542947,1003
997,pink sky,pink,white shirt,small,baseball cap,pumped up,none,0.22769926693363113,1004
2082,beach,green,duck floaty,pipe,crown king,eyebrow,none,0.22769281059049926,1005
1572,pink sky,bone,none,none,gm,none,none,0.22735844713061126,1006
1319,blue,green,none,big,none,eyebrow,glasses,0.2273443816136159,1007
1436,beach,yellow,sailor costume,big,rubber duck,black red,none,0.22726134733959838,1008
431,thunder,yellow,green jacket,moustache normal,baseball cap,unibrow,none,0.22716332764069508,1009
2066,space,purple,clown outfit,pipe,headlamp,eyebrow,none,0.22703740786978538,1010
1251,thunder,yellow,pocho,normal,chef hat,not normal,none,0.22681643106525795,1011
2106,space,black,baseball jersey,silver,plunger,eyebrow,none,0.22669298600988833,1012
416,doom gloom,pink,none,small,none,normal,sunglasses,0.22661640809746042,1013
174,blue sky,blue,scarf,normal,cone,crying,none,0.2265210865493055,1014
2042,thunder,blue,sailor costume,big,cavalier hat ,machine,none,0.2265089703326922,1015
1083,thunder,yellow belly,cross necklace,normal,halo,crying,none,0.2264577717109263,1016
774,diplo sky,pink,crewneck sweatshirt: pink,cigar,bowler hat,eyebrow,none,0.22616441675220164,1017
1186,rain,yellow belly,pajamas blue holding pillow,big,beanie,black red,none,0.22615438179670438,1018
291,blue,yellow,duck floaty,pipe,cowboy hat,unibrow,none,0.22612303166803013,1019
1413,teal,pink love,none,normal,none,normal,sunglasses,0.22588065742774927,1020
1527,space,blue,firefighter uniform,normal,baseball cap,black red,none,0.22577292335495752,1021
1290,blue,yellow,green jacket,pipe,captain hat,unibrow,none,0.22558153836428696,1022
2062,doom gloom,pink,pink dress,small,lamp,machine,none,0.22548951977204088,1023
404,purple,pink,none,big,none,eyebrow,sleep mask ,0.22543358511200592,1024
1182,sun,brown,leather jacket black,normal,sombrero hat,black red,none,0.22510141296728717,1025
753,teal,pink love,firefighter uniform,big,clown hat,heart,none,0.2250817517069558,1026
